Domain name,Domain type,Agency,Organization name,City,State,Security contact email
uppersiouxcommunity-nsn.gov,Tribal,Non-Federal Agency,Upper Sioux Community,Granite Falls,MN,angelao@uppersiouxcommunity-nsn.gov
uppersiouxpolice-nsn.gov,Tribal,Non-Federal Agency,Upper Sioux Community,Granite Falls,MN,administrator@uppersiouxcommunity-nsn.gov
upperskagittribe-nsn.gov,Tribal,Non-Federal Agency,Upper Skagit Indian Tribe,Sedro-Woolley,WA,(blank)
viejas-nsn.gov,Tribal,Non-Federal Agency,Viejas Tribal Government ,Alpine,CA,(blank)
wakpamnilake-nsn.gov,Tribal,Non-Federal Agency,Wakpamni Lake Community,Pine Ridge,SD,jeffriesdesign@gmail.com
wampanoagtribe-nsn.gov,Tribal,Non-Federal Agency,Wampanoag Tribe of Gay Head (Aquinnah),Aquinnah,MA,(blank)
warmsprings-nsn.gov,Tribal,Non-Federal Agency,The Confederated Tribes of Warm Springs,Warm Springs,OR,(blank)
whiteearth-nsn.gov,Tribal,Non-Federal Agency,White Earth Reservation Tribal Council,Ogema,MN,(blank)
wiltonrancheria-nsn.gov,Tribal,Non-Federal Agency,Wilton Rancheria,Elk Grove,CA,kxiong@wiltonrancheria-nsn.gov
wyandotte-nation-nsn.gov,Tribal,Non-Federal Agency,Wyandotte Nation,Wyandotte,OK,(blank)
yakamafish-nsn.gov,Tribal,Non-Federal Agency,Yakama Nation Fisheries Resource Management,Toppenish,WA,(blank)
yakamanation-nsn.gov,Tribal,Non-Federal Agency,Confederated Tribes and Bands of the Yakama Nation,Toppenish,WA,andrea_mitchell@yakama.com
ydsp-nsn.gov,Tribal,Non-Federal Agency,Ysleta Del Sur Pueblo,El Pas,TX,jpineira@ydsp-nsn.gov
yochadehe.gov,Tribal,Non-Federal Agency,Yocha Dehe Wintun Nation,Brooks,CA,(blank)
yochadehe-nsn.gov,Tribal,Non-Federal Agency,Yocha Dehe Wintun Nation,Brooks,CA,(blank)
ypt-nsn.gov,Tribal,Non-Federal Agency,Yerington Paiute Tribe,Yerington,NV,ittech@ypt-nsn.gov
