Domain name,Domain type,Agency,Organization name,City,State,Security contact email
dconc.gov,County,Non-Federal Agency,Durham County,Durham,NC,(blank)
decaturcountyga.gov,County,Non-Federal Agency,Decatur County Board of Commissioners,Bainbridge,GA,(blank)
decaturcountyiowa.gov,County,Non-Federal Agency,Decatur County,Leon,IA,support@municipalone.com
decaturcountytn.gov,County,Non-Federal Agency,Decatur County,Decaturville,TN,security@tennwireless.com
dekalbcountyclerkil.gov,County,Non-Federal Agency,DeKalb County Clerk & Recorder,Sycamore,IL,netadmins@dekalbcounty.org
dekalbcountyga.gov,County,Non-Federal Agency,DeKalb County Government,Decatur,GA,(blank)
dekalbcountymo.gov,County,Non-Federal Agency,Dekalb County,Maysville,MO,tim@tsconard.com
delawarecountyohio.gov,County,Non-Federal Agency,Delaware County,Delaware,OH,sherbert@co.delaware.oh.us
delcopa.gov,County,Non-Federal Agency,Delaware County Courthouse and Government Center,Media,PA,(blank)
delcopalandbank.gov,County,Non-Federal Agency,Delaware County Redevelopment Authority,Media,PA,support@go2tech.com
deltacountyco.gov,County,Non-Federal Agency,"Delta County, Colorado",Delta,CO,support@deltacountyco.gov
deltacountymi.gov,County,Non-Federal Agency,Delta County,Escanaba,MI,webmaster@deltacountymi.org
dentoncounty.gov,County,Non-Federal Agency,"Denton County, Texas",Denton,TX,security@dentoncounty.gov
dentoncountysheriffjobs.gov,County,Non-Federal Agency,Denton County,Denton,TX,security@dentoncounty.gov
deschutescounty.gov,County,Non-Federal Agency,Deschutes County,Bend,OR,postmaster@deschutes.org
desotocountyms.gov,County,Non-Federal Agency,Desoto County,Hernando,MS,(blank)
deuelcountyne.gov,County,Non-Federal Agency,Deuel County,Chappell,NE,(blank)
dewittcountyil.gov,County,Non-Federal Agency,"Dewitt County, Illinois",Clinton,IL,matt@mattswaney.com
dickinsoncountyiowa.gov,County,Non-Federal Agency,Dickinson County ,Spirit Lake,IA,aholtz@co.dickinson.ia.us
dickinsoncountymi.gov,County,Non-Federal Agency,Dickinson County,Iron Mountain,MI,(blank)
dickinsoncountysheriffmi.gov,County,Non-Federal Agency,Dickinson County Sheriff,Iron Mountain,MI,pschlitt@dickinsoncountysheriffmi.gov
dicksoncosheriff.gov,County,Non-Federal Agency,Dickson County Sheriff's Office,Charlotte,TN,techsupport@dicksoncosheriff.gov
dicksoncountytn.gov,County,Non-Federal Agency,Dickson County Government,Charlotte,TN,lwhitaker@dicksoncountytn.gov
dixoncountyne.gov,County,Non-Federal Agency,"Dixon, County of",Ponca,NE,eknott@appliedconnective.com
dkcoks.gov,County,Non-Federal Agency,"Dickinson County, KS",Abilene,KS,itstaff@dkcoks.org
doddridgecountywv.gov,County,Non-Federal Agency,Doddridge County Commission,West Union,WV,webeling@tsgleads.com
dodgecountymn.gov,County,Non-Federal Agency,Dodge County,Mantorville,MN,(blank)
dodgecountyne.gov,County,Non-Federal Agency,Dodge County,Fremont,NE,support@appliedconnective.com
dorchestercountysc.gov,County,Non-Federal Agency,Dorchester County Government,St. George,SC,GKehl@dorchestercountysc.gov
dorchestermd.gov,County,Non-Federal Agency,"Dorchester County, Maryland",,,(blank)
douglascoclerk.gov,County,Non-Federal Agency,Douglas County,Castle Rock,CO,itsecurity@douglas.co.us
douglascountycolorado.gov,County,Non-Federal Agency,Douglas County,Castle Rock,CO,itsecurity@douglas.co.us
douglascountyga.gov,County,Non-Federal Agency,Douglas County,Douglassville,GA,rdouglas@co.douglas.ga.us
douglascountyil.gov,County,Non-Federal Agency,"Douglas County, IL",Tuscola,IL,it@douglascountyil.gov
douglascountymn.gov,County,Non-Federal Agency,Douglas County IT Department,ALEXANDRIA,MN,administrator@co.douglas.mn.us
douglascounty-ne.gov,County,Non-Federal Agency,Douglas Omaha Technology Commission,Omaha,NE,itsecurity@dotcomm.org
douglascountynv.gov,County,Non-Federal Agency,Douglas County,Minden,NV,(blank)
douglascountyor.gov,County,Non-Federal Agency,"Douglas County, Oregon",Roseburg,OR,noc@co.douglas.or.us
douglascountywi.gov,County,Non-Federal Agency,"Douglas County, Wisconsin",Superior,WI,informationtechnology@douglascountywi.org
douglascovotes.gov,County,Non-Federal Agency,Douglas County,Castle Rock,CO,itsecurity@douglas.co.us
downievillepudca.gov,County,Non-Federal Agency,Downieville Public Utility District,Downieville,CA,dpudwater@yahoo.com
drewcountyar.gov,County,Non-Federal Agency,Drew County,Monticello,AR,drewcojudge@sbcglobal.net
dubuquecountyiowa.gov,County,Non-Federal Agency,Dubuque County,Dubuque,IA,helpdesk@dubuquecounty.us
dunncountywi.gov,County,Non-Federal Agency,Dunn County,Menomonie,WI,security@co.dunn.wi.us
dupagecounty.gov,County,Non-Federal Agency,DuPage County,Wheaton,IL,itsecurity@dupageco.org
dupagecourts.gov,County,Non-Federal Agency,18th Judicial Circuit ,Wheaton,IL,cdc@18thjudicial.org
durhamcountync.gov,County,Non-Federal Agency,Durham County,Durham,NC,kfclark@dconc.gov
dutchessny.gov,County,Non-Federal Agency,Dutchess Co. Office of Computer Information Services,Poughkeepsie,NY,(blank)
duvalelections.gov,County,Non-Federal Agency,Duval County Supervisor of Elections,Jacksonville,FL,(blank)
eaglecounty.gov,County,Non-Federal Agency,Eagle County Governement,Eagle,CO,itsecurity@eaglecounty.us
easternmontanafair.gov,County,Non-Federal Agency,Custer County Montana,Miles City,MT,k.krausz@co.custer.mt.us
eastlandcountytexas.gov,County,Non-Federal Agency,Eastland County Texas,Eastland,TX,khancock@bizprotec.com
eauclairecounty.gov,County,Non-Federal Agency,Eau Claire County,Eau Claire,WI,security@eauclairecounty.gov
ectorcountytx.gov,County,Non-Federal Agency,Ector County,Odessa,TX,(blank)
edgarcountyillinois.gov,County,Non-Federal Agency,County of Edgar,Paris,IL,(blank)
edgecombecountync.gov,County,Non-Federal Agency,Edgecombe County,Tarboro,NC,support@edgecombeco.com
effinghamcountyil.gov,County,Non-Federal Agency,Effingham County,Effingham,IL,jrepking@co.effingham.il.us
elbertcounty-co.gov,County,Non-Federal Agency,Elbert County Government,Kiowa,CO,(blank)
elpasoco.gov,County,Non-Federal Agency,El Paso County,Colorado Springs,CO,NSOC@elpasoco.com
emanuelco-ga.gov,County,Non-Federal Agency,Emanuel County Board of Commissioners,Swainsboro,GA,(blank)
emmetcountyia.gov,County,Non-Federal Agency,Emmet County,Estherville,IA,security@emmetcounty.iowa.gov
epcountytx.gov,County,Non-Federal Agency,El Paso County,El Paso,TX,s.esquivel@epcountytx.gov
eriecountyohioboe.gov,County,Non-Federal Agency,Erie County Board of Elections,Sandusky,OH,(blank)
eriecountypa.gov,County,Non-Federal Agency,County of Erie,Erie,PA,jcudicio@eriecountypa.gov
erie.gov,County,Non-Federal Agency,"County of Erie, New York",Buffalo,NY,Nathan.Bake@erie.gov
escambiacountyal.gov,County,Non-Federal Agency,Escambia County Commission of Alabama,Brewton,AL,ecit@co.escambia.al.us
escambiavotes.gov,County,Non-Federal Agency,Escambia County Supervisor of Elections,Pensacola,FL,it@escambiavotes.com
essexcountyny.gov,County,Non-Federal Agency,Essex County,Elizabethtown,NY,(blank)
essexcountyvermont.gov,County,Non-Federal Agency,Essex County,Guildhall,VT,emily.marie.locke@gmail.com
eurekacountynv.gov,County,Non-Federal Agency,Eureka County,Eureka,NV,ITsecurity@eurekacountynv.gov
fairfaxcounty.gov,County,Non-Federal Agency,Fairfax County Government,Fairfax,VA,(blank)
fairfaxcountypartners.gov,County,Non-Federal Agency,Fairfax County Government,Fairfax,VA,wwwdev@fairfaxcounty.gov
fairfaxcountyva.gov,County,Non-Federal Agency,Fairfax County Government,Fairfax,VA,(blank)
fairfaxcountyvirginia.gov,County,Non-Federal Agency,Fairfax County Government,Fairfax,VA,(blank)
fairfieldcountyohioelections.gov,County,Non-Federal Agency,Fairfield County,Lancaster,OH,brian.plummer@fairfieldcountyohio.gov
fairfieldcountyohio.gov,County,Non-Federal Agency,Fairfield County,Lancaster,OH,(blank)
fairfieldcountyohioworkforcecenter.gov,County,Non-Federal Agency,Fairfield County,Lancaster,OH,brian.plummer@fairfieldcountyohio.gov
faulknercountyar.gov,County,Non-Federal Agency,Faulkner County Arkansas,Conway,AR,SUPPORT@FAULKNERCOUNTY.ORG
fauquiercounty.gov,County,Non-Federal Agency,Fauquier County Government,Warrenton,VA,(blank)
fayettecountyga.gov,County,Non-Federal Agency,Fayette County Board of Commissioners,Fayetteville,GA,(blank)
fayettecountyillinois.gov,County,Non-Federal Agency,Fayette County,Vandalia,IN,jbarker@fayettecountyillinois.gov
fayettecountyoh.gov,County,Non-Federal Agency,Fayette County Commissioners,Washington C.H.,OH,noc@yourcolo.com
fayettecountytn.gov,County,Non-Federal Agency,Fayette County Tennessee,Somerville,TN,techs@fcsotn.org
fayettecountywv.gov,County,Non-Federal Agency,Fayette County Commission,Fayetteville,WV,faycocommwv@gmail.com
fbcbondprojectstx.gov,County,Non-Federal Agency,Fort Bend County,Richmond,TX,jahan.tolliver@fortbendcountytx.gov
fbctx.gov,County,Non-Federal Agency,Fort Bend County,Richmond,TX,(blank)
fcgmd.gov,County,Non-Federal Agency,Frederick County Government,Frederick,MD,rcampbell@frederickcountymd.gov
fentresscountytn.gov,County,Non-Federal Agency,Fentress County Emergency Management Agency,Jamestown,TN,(blank)
fillmorecountyne.gov,County,Non-Federal Agency,Fillmore County,Geneva,NE,amy.nelson@fillmore.nacone.org
flaglercounty.gov,County,Non-Federal Agency,Flagler County Board of County Commissioners,Bunnell,FL,itsec@flaglercounty.org
flaglerelections.gov,County,Non-Federal Agency,Flagler County Supervisor of Elections,BUNNELL,FL,sscarselli@flaglerelections.gov
florencecountywi.gov,County,Non-Federal Agency,Florence County,Florence,WI,dbomberg@florencecountywi.gov
floydcountyga.gov,County,Non-Federal Agency,Floyd County Government,Rome,GA,holcombl@floydcountyga.org
fnsb.gov,County,Non-Federal Agency,Fairbanks North Star Borough,Fairbanks,AK,security@fnsb.gov
forestcountypa.gov,County,Non-Federal Agency,Forest County,Tionesta,PA,rsnyder@co.forest.pa.us
forsythcountync.gov,County,Non-Federal Agency,Forsyth County,Winston Salem,NC,aegis@forsyth.cc
fortbendcountytx.gov,County,Non-Federal Agency,Fort Bend County,Richmond,TX,(blank)
franklincountyflorida.gov,County,Non-Federal Agency,Franklin County Florida Building and Planning Deptartment,Apalahicola,FL,michael@franklincountyflorida.com
franklincountyia.gov,County,Non-Federal Agency,Franklin County Iowa,Hampton,IA,webmaster@co.franklin.ia.us
franklincountyil.gov,County,Non-Federal Agency,Franklin County Government Illinois,Benton,IL,(blank)
franklincountymaine.gov,County,Non-Federal Agency,franklin County,Farmington,ME,jdesjardins@franklincountymaine.gov
franklincountyms.gov,County,Non-Federal Agency,Franklin County Board of Supervisors,Meadville,MS,support@itechsystemsgroup.com
franklincountync.gov,County,Non-Federal Agency,County of Franklin,Louisburg,NC,cybersecurity@franklincountync.us
franklincountyne.gov,County,Non-Federal Agency,Franklin County,Franklin,NE,(blank)
franklincountyny.gov,County,Non-Federal Agency,County of Franklin,Malone,NY,Andrew.Green@franklincountyny.gov
franklincountyohio.gov,County,Non-Federal Agency,Franklin County Data Center,Columbus,OH,nikki.milburn@franklincountyohio.gov
franklincountypa.gov,County,Non-Federal Agency,"County of Franklin, PA",Chambersburg,PA,(blank)
franklincountyva.gov,County,Non-Federal Agency,Franklin County VA,Rocky Mount,VA,itlicense@franklincountyva.gov
franklincountywa.gov,County,Non-Federal Agency,Franklin County Washington,Pasco,WA,websecurity@franklincountywa.gov
franklinmo.gov,County,Non-Federal Agency,"Franklin County, MO",Union,MO,(blank)
frederickcountymd.gov,County,Non-Federal Agency,Frederick County Government,Frederick,MD,RCampbell@frederickcountymd.gov
frederickcountyva.gov,County,Non-Federal Agency,County of Frederick,Winchester,VA,(blank)
fremontcountyco.gov,County,Non-Federal Agency,"Fremont County, Colorado",Canon City,CO,support@fremontco.com
fremontcountyia.gov,County,Non-Federal Agency,Fremont County,Sidney,IA,security@co.fremont.ia.us
fremontcountyid.gov,County,Non-Federal Agency,Fremont County ,St Anthony,ID,helpdesk@co.fremont.id.us
fremontcountywy.gov,County,Non-Federal Agency,Fremont County Government,Lander,WY,support@fremontcountywy.gov
fresnocountyca.gov,County,Non-Federal Agency,County of Fresno,Fresno,CA,(blank)
fresnocountyjobs.gov,County,Non-Federal Agency,County of Fresno,Fresno,CA,(blank)
fultoncountyar.gov,County,Non-Federal Agency,Fulton County Judge's Office,Salem,AR,markm@bjmweb.com
fultoncountyga.gov,County,Non-Federal Agency,Fulton County Government,Atlanta,GA,terrence.slaton@fultoncountyga.gov
fultoncountyilelections.gov,County,Non-Federal Agency,Fulton County Illinois,Lewistown,IL,administrator@fultonco.org
fultoncountyil.gov,County,Non-Federal Agency,Fulton County Illinois,Lewistown,IL,administrator@fultonco.org
fultoncountyky.gov,County,Non-Federal Agency,Fulton County Fiscal Court,Hickman,KY,info@fultoncountyky.gov
fultoncountyny.gov,County,Non-Federal Agency,County of Fulton,Johnstown,NY,ITDirector@fultoncountyny.gov
fultonsuperiorcourtga.gov,County,Non-Federal Agency,Superior Court of Fulton County,Atlanta,GA,sca.techsupport@fultoncountyga.gov
gadsdencountyfl.gov,County,Non-Federal Agency,Gadsden County BOCC,Quincy,FL,kjackson@gadsdencountyfl.gov
gadsdensoefl.gov,County,Non-Federal Agency,Supervisor of Elections,Quincy,FL,kwilliams@gadsdensoe.com
gagecountyne.gov,County,Non-Federal Agency,Gage County,Beatrice,NE,support@appliedconnective.com
galvestoncountytx.gov,County,Non-Federal Agency,County of Galveston,Galveston,TX,IT-InfrastructureSupport@co.galveston.tx.us
garfieldcounty-co.gov,County,Non-Federal Agency,Garfield County,Glenwood Springs,CO,(blank)
garfieldcountyne.gov,County,Non-Federal Agency,Garfield County,BURWELL,NE,keri.koenigsberg@nebraska.gov
garfieldcountywa.gov,County,Non-Federal Agency,Garfield County,Pomeroy,WA,security@co.garfield.wa.us
garlandcountyar.gov,County,Non-Federal Agency,Garland County,Hot Springs,AR,(blank)
garrardcountyky.gov,County,Non-Federal Agency,Garrard County Judge Executive,Lancaster,KY,chris.elleman@garrardcounty.us
garrettcountymd.gov,County,Non-Federal Agency,Garrett County Commissioners,Oakland,MD,itstaff@garrettcounty.org
gatescountync.gov,County,Non-Federal Agency,Gates County,Gatesville,NC,(blank)
gcso.gov,County,Non-Federal Agency,"Guthrie County, Iowa",Guthrie Center,IA,abuse@guthriecounty.gov
geneseecountymi.gov,County,Non-Federal Agency,Genesee County,Flint,MI,jterry@geneseecountymi.gov
geneseeny.gov,County,Non-Federal Agency,Genesee County,Batavia,NY,adam.doktor@co.genesee.ny.us
genevacountyal.gov,County,Non-Federal Agency,Geneva County Probate Judge,Geneva,AL,infosec@genevacountyal.gov
georgecountyms.gov,County,Non-Federal Agency,George County Board of Supervisors,Lucedale,MS,bos@georgecountyms.gov
germanclarkoh.gov,County,Non-Federal Agency,"German Township, Clark County",Springfield,OH,FiscalOfficer@germantownshipoh.com
ggsc.gov,County,Non-Federal Agency,County of Greenville,Greenville,SC,(blank)
gibsoncounty-in.gov,County,Non-Federal Agency,Gibson County Goverment,Princeton,IN,(blank)
gibsoncounty-tn.gov,County,Non-Federal Agency,Gibson County 911,Dyer,TN,support@areawidecomm.com
gilacountyaz.gov,County,Non-Federal Agency,Gila County,Globe,AZ,dgriffin@gilacountyaz.gov
gilescountytn.gov,County,Non-Federal Agency,Giles County Government,Pulaski,TN,(blank)
gilmercounty-ga.gov,County,Non-Federal Agency,Gilmer County Board of Commissioners,Ellijay,GA,(blank)
gilmercountywv.gov,County,Non-Federal Agency,Gilmer County Commission,Glenville,WV,(blank)
glaciercountymt.gov,County,Non-Federal Agency,Glacier County,Cut Bank,MT,gcsecure@glaciercountymt.org
gladwincounty-mi.gov,County,Non-Federal Agency,Gladwin County,Gladwin,MI,(blank)
gloucestercountynj.gov,County,Non-Federal Agency,County of Gloucester,Woodbury,NJ,dmarc@co.gloucester.nj.us
gloucesterva.gov,County,Non-Federal Agency,"Gloucester County, VA",Gloucester,VA,report.abuse@gloucesterva.info
glynncounty-ga.gov,County,Non-Federal Agency,Glynn County Board of Commissioners,Brunswick,GA,dwest@glynncounty-ga.gov
gogebiccountymi.gov,County,Non-Federal Agency,Gogebic County,Bessemer,MI,(blank)
gogebic.gov,County,Non-Federal Agency,Gogebic County,Bessemer,MI,(blank)
goliadcountytx.gov,County,Non-Federal Agency,Goliad County,Goliad,TX,mredfearn@goliadcountytx.gov
goodhuecountymn.gov,County,Non-Federal Agency,"Goodhue County, MN",Red Wing,MN,gc_it@co.goodhue.mn.us
goodingcountyid.gov,County,Non-Federal Agency,Gooding County   ,Gooding,ID,sbates@co.gooding.id.us
gordoncountyga.gov,County,Non-Federal Agency,County of Gordon,Calhoun,GA,website@gordoncounty.org
gospercountyne.gov,County,Non-Federal Agency,Gosper County,Elwood,NE,support@appliedconnective.com
govecountyks.gov,County,Non-Federal Agency,Gove County,Gove,KS,website@govecountyks.gov
gradycountyga.gov,County,Non-Federal Agency,Grady County Board of Commissioners,Cairo,GA,bjohnson@gradyco.org
graftoncountynh.gov,County,Non-Federal Agency,Grafton County,North Haverhill,NH,ewargo@sns.com
graingercountytn.gov,County,Non-Federal Agency,Grainger County Sherriff Office,Rutledge,TN,(blank)
grantcountyne.gov,County,Non-Federal Agency,Grant County,Hyannis,NE,support@appliedconnective.com
grantcountynm.gov,County,Non-Federal Agency,Grant County,Silver City,NM,abaca@grantcountynm.gov
grantcounty-or.gov,County,Non-Federal Agency,Grant County Court,Canyon City,OR,(blank)
grantcountywa.gov,County,Non-Federal Agency,Grant County,Ephrata,WA,gcts@grantcountywa.gov
gravescountyky.gov,County,Non-Federal Agency,Graves County Fiscal Court,Mayfield,KY,judgejperry@hotmail.com
graysoncountyky.gov,County,Non-Federal Agency,Grayson County Judge Executive ,Leitchfield,KY,emmettdesignsllc@gmail.com
graysoncountyva.gov,County,Non-Federal Agency,Grayson County,Independence,VA,(blank)
greeleycountyne.gov,County,Non-Federal Agency,Greeley County,Greeley,NE,support@appliedconnective.com
greenecountyga.gov,County,Non-Federal Agency,Greene County Board of Commissioners,Greensboro,GA,administrator@greenecountyga.gov
greenecountymo.gov,County,Non-Federal Agency,"Greene County, MO",Springfield,MO,mpeck@greenecountymo.gov
greenecountyms.gov,County,Non-Federal Agency,Greene County MS Board of Supervisors,Leaksville,MS,security@greenecountyms.gov
greenecountync.gov,County,Non-Federal Agency,County of Greene,Snow Hill,NC,(blank)
greenecountyny.gov,County,Non-Federal Agency,Greene County,Catskill,NY,IT@greenecountyny.gov
greenecountyohio.gov,County,Non-Federal Agency,Greene County Data Processing,Xenia,OH,midge.fletcher@greenecountyohio.gov
greenecountytn.gov,County,Non-Federal Agency,Greene County,Greeneville,TN,cphilbeck@greeneville.com
greenecountytnsheriffsdept.gov,County,Non-Federal Agency,Greene County Sheriff's Department,Greeneville,TN,bkiker@greenetnso.org
greenecountyva.gov,County,Non-Federal Agency,County of Greene,Stanardsville,VA,(blank)
greenetwpclintonpa.gov,County,Non-Federal Agency,Greene Township Authority,Loganton,PA,security@kkern.net
greenlakecountywi.gov,County,Non-Federal Agency,Green Lake County,Green Lake,WI,support@greenlakecountywi.gov
greenmchenrycountyil.gov,County,Non-Federal Agency,McHenry County Government Center,Woodstock,IL,(blank)
greenmchenrycountyillinois.gov,County,Non-Federal Agency,McHenry County Government Center,Woodstock,IL,(blank)
greensvillecountyva.gov,County,Non-Federal Agency,County of Greensville,Emporia,VA,(blank)
greenupchdky.gov,County,Non-Federal Agency,Greenup County Health Department,Greenup,KY,chrisg.crum@ky.gov
greenupcountyky.gov,County,Non-Federal Agency,County of Greenup,Greenup,KY,(blank)
greenvillecountysc.gov,County,Non-Federal Agency,County of Greenville,Greenville,SC,netadmins@greenvillecounty.org
greenwoodcounty-sc.gov,County,Non-Federal Agency,Greenwood County,Greenwood,SC,(blank)
greenwoodsc.gov,County,Non-Federal Agency,Greenwood County,Greenwood,SC,ssprouse@greenwoodsc.gov
griggscountynd.gov,County,Non-Federal Agency,State of ND,Bismarck,ND,itsecur@nd.gov
grimescountytexas.gov,County,Non-Federal Agency,Grimes County,Anderson,TX,gregg.cannon@grimescountytexas.gov
grundycountyil.gov,County,Non-Federal Agency,Grundy County IL,Morris,IL,securityreports@grundyco.org
grundycountyiowa.gov,County,Non-Federal Agency,Grundy County,Grundy Center,IA,security@grundycountyiowa.gov
gtcountymi.gov,County,Non-Federal Agency,Grand Traverse County,Traverse City,MI,support@gtcountymi.gov
guadalupetx.gov,County,Non-Federal Agency,"Guadalupe County, Texas",Seguin,TX,mis@co.guadalupe.tx.us
guernseycounty.gov,County,Non-Federal Agency,Guernsey County Local Government,Cambridge,OH,kmathews@guernseycounty.org
guilfordcountync.gov,County,Non-Federal Agency,Guilford County,Greensboro,NC,ISSecurityTeam@guilfordcountync.gov
gulfcounty-fl.gov,County,Non-Federal Agency,Gulf County Board of County Commissioners,Port St. Joe,FL,(blank)
guthriecounty.gov,County,Non-Federal Agency,"Guthrie County, Iowa",Guthrie Center,IA,abuse@guthriecounty.gov
gwinnettcountyga.gov,County,Non-Federal Agency,Gwinnett County Board of Commissioners,Lawrenceville,GA,matthew.puckett@gwinnettcounty.com
gwinnettcounty.gov,County,Non-Federal Agency,Gwinnett County Board of Commissioners,Lawrenceville,GA,matthew.puckett@gwinnettcounty.com
habershamcounty-ga.gov,County,Non-Federal Agency,Habersham County,Clarkesville,GA,helpdesk@habershamga.com
hainesalaska.gov,County,Non-Federal Agency,Haines Borough,Haines,AK,sysadmin@haines.ak.us
halifaxcountyva.gov,County,Non-Federal Agency,Halifax County,Halifax,VA,scj@co.halifax.va.us
hallcountyga.gov,County,Non-Federal Agency,Hall County Board of Commissioners,Gainesville,GA,dcsexton@hallcounty.org
hallcountyne.gov,County,Non-Federal Agency,Hall County,Grand Island,NE,abuse@hallcountyne.gov
hamblencountytn.gov,County,Non-Federal Agency,"Hamblen County, TN Government",Morristown,TN,(blank)
hamiltoncountyil.gov,County,Non-Federal Agency,Hamilton County,McLeansboro,IL,(blank)
hamiltoncountyne.gov,County,Non-Federal Agency,Hamilton County,Aurora,NE,(blank)
hamiltoncountyny.gov,County,Non-Federal Agency,Hamilton County,Lake Pleasent,NY,(blank)
hamiltoncountyohio.gov,County,Non-Federal Agency,Hamilton County Telecommunications,Cincinnati,OH,(blank)
hamiltontn.gov,County,Non-Federal Agency,Hamilton County I.T.,Chattanooga,TN,raulh@hamiltontn.gov
hamiltonvotesfl.gov,County,Non-Federal Agency,Hamilton County Supervisor of Elections,Jasper,FL,elect@hamiltonvotesfl.gov
hamptontownshipmi.gov,County,Non-Federal Agency,Charter Township of Hampton,Essexville,MI,kps@shumakergroup.com
hancockcountyga.gov,County,Non-Federal Agency,Hancock County Board of Commissioners,Sparta,GA,jwalls@hancockcountyga.gov
hancockcountyia.gov,County,Non-Federal Agency,Hancock County Iowa,Garner,IA,hcch@ngtnet.net
hancockcounty-il.gov,County,Non-Federal Agency,Hancock County Board,Carthage,IL,(blank)
hancockcountyky.gov,County,Non-Federal Agency,Hancock County Fiscal Court,Hawesville,KY,drice@hancockky.us
hancockcountymaine.gov,County,Non-Federal Agency,Hancock County,Ellsworth,ME,banyon.jarvis@hancockcountymaine.gov
hancockcountyohioelections.gov,County,Non-Federal Agency,Hancock County Board of Elections,Findlay,OH,bdelections@co.hancock.oh.us
hancockcountywv.gov,County,Non-Federal Agency,Hancock County Commission,New Cumberland,WV,commission@hancockwv.org
hancockin.gov,County,Non-Federal Agency,Hancock County Government,Greenfield,IN,kav@hancockcoingov.org
hanovercounty.gov,County,Non-Federal Agency,Hanover County,Hanover,VA,jrwaters@hanovercounty.gov
hanovercountyva.gov,County,Non-Federal Agency,Hanover County,Hanover,VA,jrwaters@hanovercounty.gov
hanover.gov,County,Non-Federal Agency,Hanover County,Hanover,VA,jrwaters@hanovercounty.gov
haralsoncountyga.gov,County,Non-Federal Agency,Haralson County Commissioner,Buchanan,GA,hcit@haralsoncountyga.gov
hardeecountyfl.gov,County,Non-Federal Agency,Hardee County BOCC,Wauchula,FL,bryan.mccall@hardeecounty.net
hardeeflvotes.gov,County,Non-Federal Agency,HARDEE CO. SUPERVISOR OF ELECTIONS,WAUCHULA,FL,info@hardeecountyelections.com
hardincountyia.gov,County,Non-Federal Agency,Hardin County,Eldora,IA,it@hardincountyia.gov
hardincountyil.gov,County,Non-Federal Agency,Hardin County,Elizabeth,IL,HC.SECURITY@hardincountyil.gov
hardincountyky.gov,County,Non-Federal Agency,Hardin County Government,Elizabethtown,KY,dmarc@hcky.org
hardincountyohio.gov,County,Non-Federal Agency,Hardin County,Kenton,OH,(blank)
harfordcountymd.gov,County,Non-Federal Agency,Harford County Government,Bel Air,MD,webmaster@harfordcountymd.gov
harnettcountync.gov,County,Non-Federal Agency,Harnett County,Lillington,NC,itsystem@harnett.org
harneycountyor.gov,County,Non-Federal Agency,Harney County,Burns,OR,info@designjourneys.com
harpercountyks.gov,County,Non-Federal Agency,Harper County Kansas,Anthony,KS,Security@HarperCountyKS.gov
harriscountyga.gov,County,Non-Federal Agency,Harris County Commissioners,Hamilton,GA,asantiago@harriscountyga.gov
harriscountytx.gov,County,Non-Federal Agency,Harris County Information Technology Center,Houston,TX,uscybersecuritythreatmanagement@hctx.net
harrisoncountymo.gov,County,Non-Federal Agency,Harrison County,Bethany,MO,harrisoncounty.countyclerk@gmail.com
harrisoncountymschanceryclerk.gov,County,Non-Federal Agency,Harrison County Chancery Clerk,Gulfport,MS,(blank)
harrisoncountyms.gov,County,Non-Federal Agency,Harrison County Board of Supervisors,Gulfport,MS,helpdesk@co.harrison.ms.us
harrisoncountywv.gov,County,Non-Federal Agency,Harrison County Commission,Clarksburg,WV,bhayes@harrisoncountywv.gov
hartcountyga.gov,County,Non-Federal Agency,Hart County Georgia,Hartwell,GA,security@hartcountyga.gov
hartleycountytx.gov,County,Non-Federal Agency,Hartley County,Channing,TX,ronnie.gordon@co.hartley.tx.us
harveycounty.gov,County,Non-Federal Agency,Harvey County,Newton,KS,countyclerk@harveycounty.com
haskellcountytx.gov,County,Non-Federal Agency,"Haskell County, Texas",Haskell,TX,it@haskellcountytx.org
hawaiicounty.gov,County,Non-Federal Agency,County of Hawaii,Hilo,HI,systemssupport@hawaiicounty.gov
hawaiipolice.gov,County,Non-Federal Agency,Hawaii County Police Department,Hilo,HI,hpdcomputercenter@hawaiicounty.gov
hawkinscountytn.gov,County,Non-Federal Agency,Hawkins County TN,Rogersville,TN,(blank)
haywoodcountync.gov,County,Non-Federal Agency,Haywood County NC,Waynesville,NC,(blank)
haywoodtn.gov,County,Non-Federal Agency,Haywood County Tennessee,Brownsville,TN,joe@tninfotech.com
hcfl.gov,County,Non-Federal Agency,Hillsborough County Board of County Commissioners,Tampa,FL,cybersecurity@hcflgov.net
hcnh.gov,County,Non-Federal Agency,Hillsborough County,Goffstown,NH,helpdesk@hcnh.org
hcsheriff.gov,County,Non-Federal Agency,County of Hamilton Sherriff,Chattanooga,TN,raulh@hamiltontn.gov
health-ashlandcounty-oh.gov,County,Non-Federal Agency,Ashland County Health Department,ASHLAND,OH,soc@fiveforge.com
hendersoncountyil.gov,County,Non-Federal Agency,Henderson County,Oquawka,IL,john@aomegapcs.com
hendersoncountync.gov,County,Non-Federal Agency,Henderson County,Hendersonville,NC,(blank)
hendersoncountytn.gov,County,Non-Federal Agency,Henderson County Government,Lexington,TN,vineyard.megan@hendersoncountytn.gov
hennepincounty.gov,County,Non-Federal Agency,Hennepin County,Minneapolis,MN,IT.SecOps@hennepin.us
henrico.gov,County,Non-Federal Agency,Henrico County,Henrico,VA,it-security@henrico.us
